story_id,genre
34192446-597d-4562-8a4c-35cab05c89dd,fairy_tale
34192446-597d-4562-8a4c-35cab05c89dd,fantasy
34192446-597d-4562-8a4c-35cab05c89dd,literary_fiction
34192446-597d-4562-8a4c-35cab05c89dd,magical_realism
34192446-597d-4562-8a4c-35cab05c89dd,romance
34192446-597d-4562-8a4c-35cab05c89dd,seinen
34192446-597d-4562-8a4c-35cab05c89dd,shoujo_ai
34192446-597d-4562-8a4c-35cab05c89dd,thriller
39f70612-566e-42c7-96f0-8dcaafe9f769,comedy
39f70612-566e-42c7-96f0-8dcaafe9f769,fairy_tale
39f70612-566e-42c7-96f0-8dcaafe9f769,low_fantasy
39f70612-566e-42c7-96f0-8dcaafe9f769,magical_realism
39f70612-566e-42c7-96f0-8dcaafe9f769,steampunk
39f70612-566e-42c7-96f0-8dcaafe9f769,yaoi
40ff66e8-cc63-4ea2-a406-9d83513b6d3c,adventure
40ff66e8-cc63-4ea2-a406-9d83513b6d3c,gekiga
40ff66e8-cc63-4ea2-a406-9d83513b6d3c,gothic_fiction
40ff66e8-cc63-4ea2-a406-9d83513b6d3c,post_apocalyptic
40ff66e8-cc63-4ea2-a406-9d83513b6d3c,science_fiction
40ff66e8-cc63-4ea2-a406-9d83513b6d3c,shonen
40ff66e8-cc63-4ea2-a406-9d83513b6d3c,shoujo_ai
40ff66e8-cc63-4ea2-a406-9d83513b6d3c,slice_of_life
41ca15c5-3ffc-4454-bf3e-130efce84cb1,crime
41ca15c5-3ffc-4454-bf3e-130efce84cb1,gekiga
41ca15c5-3ffc-4454-bf3e-130efce84cb1,gothic_fiction
41ca15c5-3ffc-4454-bf3e-130efce84cb1,high_fantasy
41ca15c5-3ffc-4454-bf3e-130efce84cb1,historical_fiction
41ca15c5-3ffc-4454-bf3e-130efce84cb1,martial_arts
41ca15c5-3ffc-4454-bf3e-130efce84cb1,shoujo_ai
43d8f61b-504b-4918-8532-6d9585baae51,adventure
43d8f61b-504b-4918-8532-6d9585baae51,horror
43d8f61b-504b-4918-8532-6d9585baae51,isekai
43d8f61b-504b-4918-8532-6d9585baae51,post_apocalyptic
43d8f61b-504b-4918-8532-6d9585baae51,slice_of_life
43d8f61b-504b-4918-8532-6d9585baae51,survival
43d8f61b-504b-4918-8532-6d9585baae51,yaoi
46bf206a-a44d-46c9-aa57-b473a7a20226,josei
46bf206a-a44d-46c9-aa57-b473a7a20226,kodomo
46bf206a-a44d-46c9-aa57-b473a7a20226,literary_fiction
46bf206a-a44d-46c9-aa57-b473a7a20226,romance
46bf206a-a44d-46c9-aa57-b473a7a20226,yuri
46ece06b-cd4f-4961-9771-98093d3007a3,adventure
46ece06b-cd4f-4961-9771-98093d3007a3,detective
46ece06b-cd4f-4961-9771-98093d3007a3,literary_fiction
46ece06b-cd4f-4961-9771-98093d3007a3,parody
46ece06b-cd4f-4961-9771-98093d3007a3,shounen_ai
46ece06b-cd4f-4961-9771-98093d3007a3,slice_of_life
46ece06b-cd4f-4961-9771-98093d3007a3,thriller
499d9640-5391-41d4-b05e-39760c5ae11f,gothic_fiction
499d9640-5391-41d4-b05e-39760c5ae11f,kodomo
499d9640-5391-41d4-b05e-39760c5ae11f,martial_arts
499d9640-5391-41d4-b05e-39760c5ae11f,space_opera
4aeffc9f-062a-4c4e-8794-186849b204c7,action
4aeffc9f-062a-4c4e-8794-186849b204c7,fairy_tale
4aeffc9f-062a-4c4e-8794-186849b204c7,horror
4aeffc9f-062a-4c4e-8794-186849b204c7,thriller
50a5c422-6a50-4eb6-b173-111ffffc3d41,fiction
50a5c422-6a50-4eb6-b173-111ffffc3d41,historical
50a5c422-6a50-4eb6-b173-111ffffc3d41,magical_realism
50a5c422-6a50-4eb6-b173-111ffffc3d41,space_opera
50a5c422-6a50-4eb6-b173-111ffffc3d41,yuri
50c8762a-2d16-49e4-a0be-1be5d9b46f99,josei
50c8762a-2d16-49e4-a0be-1be5d9b46f99,mecha
50c8762a-2d16-49e4-a0be-1be5d9b46f99,science_fiction
50c8762a-2d16-49e4-a0be-1be5d9b46f99,thriller
50c8762a-2d16-49e4-a0be-1be5d9b46f99,tragedy
52d84e6c-7862-4b2b-8bd2-464d1007dcc8,mecha
52d84e6c-7862-4b2b-8bd2-464d1007dcc8,science_fiction
52d84e6c-7862-4b2b-8bd2-464d1007dcc8,survival
52debc8b-ae9c-4a81-ac7b-d5a166e39d87,dystopian_fiction
52debc8b-ae9c-4a81-ac7b-d5a166e39d87,shojo
52debc8b-ae9c-4a81-ac7b-d5a166e39d87,thriller
5b1d1981-e09c-48c6-b86e-881db286ed49,dystopian_fiction
5b1d1981-e09c-48c6-b86e-881db286ed49,fiction
5b1d1981-e09c-48c6-b86e-881db286ed49,low_fantasy
5b1d1981-e09c-48c6-b86e-881db286ed49,martial_arts
5b1d1981-e09c-48c6-b86e-881db286ed49,mystery
5b1d1981-e09c-48c6-b86e-881db286ed49,shonen
5b1d1981-e09c-48c6-b86e-881db286ed49,yuri
5d2b5528-74af-4200-92b4-6b90e40ef658,gothic_fiction
5d2b5528-74af-4200-92b4-6b90e40ef658,historical_fiction
5d2b5528-74af-4200-92b4-6b90e40ef658,magical_realism
5d2b5528-74af-4200-92b4-6b90e40ef658,romance
5d2b5528-74af-4200-92b4-6b90e40ef658,seinen
5d2b5528-74af-4200-92b4-6b90e40ef658,space_opera
5d2b5528-74af-4200-92b4-6b90e40ef658,yaoi
5e6f2fd0-c440-4e3c-a47c-2596ac486532,fairy_tale
5e6f2fd0-c440-4e3c-a47c-2596ac486532,martial_arts
5eba40f9-ab4e-4164-aa84-35f61195a3e8,literary_fiction
5eba40f9-ab4e-4164-aa84-35f61195a3e8,tragedy
5fc9a5b6-e624-46f0-a9bc-df01537b4907,gothic_fiction
5fc9a5b6-e624-46f0-a9bc-df01537b4907,horror
5fc9a5b6-e624-46f0-a9bc-df01537b4907,low_fantasy
5fc9a5b6-e624-46f0-a9bc-df01537b4907,parody
5fc9a5b6-e624-46f0-a9bc-df01537b4907,romance
5fc9a5b6-e624-46f0-a9bc-df01537b4907,science_fiction
5fc9a5b6-e624-46f0-a9bc-df01537b4907,shojo
5fc9a5b6-e624-46f0-a9bc-df01537b4907,shounen_ai
61829d6d-8dc1-411e-a3f8-2c26cb5606e8,fairy_tale
61829d6d-8dc1-411e-a3f8-2c26cb5606e8,isekai
61829d6d-8dc1-411e-a3f8-2c26cb5606e8,shoujo_ai
61829d6d-8dc1-411e-a3f8-2c26cb5606e8,shounen_ai
61aa237e-d5bd-4f55-b5fc-be9683abc2c8,historical
61aa237e-d5bd-4f55-b5fc-be9683abc2c8,kodomo
61aa237e-d5bd-4f55-b5fc-be9683abc2c8,post_apocalyptic
61aa237e-d5bd-4f55-b5fc-be9683abc2c8,psychology
6280425c-7a89-424e-90c5-b5850da3bc37,fantasy
6280425c-7a89-424e-90c5-b5850da3bc37,fiction
6280425c-7a89-424e-90c5-b5850da3bc37,low_fantasy
6280425c-7a89-424e-90c5-b5850da3bc37,steampunk
6280425c-7a89-424e-90c5-b5850da3bc37,thriller
68affd0d-44ec-44be-bb18-e996328df0cd,crime
68affd0d-44ec-44be-bb18-e996328df0cd,harem
68affd0d-44ec-44be-bb18-e996328df0cd,historical_fiction
68affd0d-44ec-44be-bb18-e996328df0cd,kodomo
68affd0d-44ec-44be-bb18-e996328df0cd,mecha
68affd0d-44ec-44be-bb18-e996328df0cd,mystery
68affd0d-44ec-44be-bb18-e996328df0cd,supernatural
6c361ca0-54d2-4bba-b0ed-9ede028e22bf,comedy
6c361ca0-54d2-4bba-b0ed-9ede028e22bf,gekiga
6c361ca0-54d2-4bba-b0ed-9ede028e22bf,historical_fiction
6c361ca0-54d2-4bba-b0ed-9ede028e22bf,josei
6c361ca0-54d2-4bba-b0ed-9ede028e22bf,yaoi
7143587b-9e46-4865-b636-398c7fb70470,dark_fantasy
7143587b-9e46-4865-b636-398c7fb70470,dystopian_fiction
7143587b-9e46-4865-b636-398c7fb70470,fantasy
7143587b-9e46-4865-b636-398c7fb70470,fiction
7143587b-9e46-4865-b636-398c7fb70470,harem
7143587b-9e46-4865-b636-398c7fb70470,historical_fiction
7143587b-9e46-4865-b636-398c7fb70470,yaoi
72cccf65-1b41-4026-b422-6af22a4b0877,high_fantasy
72cccf65-1b41-4026-b422-6af22a4b0877,historical
72cccf65-1b41-4026-b422-6af22a4b0877,isekai
7558a354-4d6c-47e4-8f4d-28d68570ac93,drama
7558a354-4d6c-47e4-8f4d-28d68570ac93,shoujo_ai
7558a354-4d6c-47e4-8f4d-28d68570ac93,supernatural
7558a354-4d6c-47e4-8f4d-28d68570ac93,survival
7558a354-4d6c-47e4-8f4d-28d68570ac93,thriller
7b7cf19b-39e9-4da9-8bb7-2b01532aee57,adventure
7b7cf19b-39e9-4da9-8bb7-2b01532aee57,cyberpunk
7b7cf19b-39e9-4da9-8bb7-2b01532aee57,literary_fiction
7b7cf19b-39e9-4da9-8bb7-2b01532aee57,low_fantasy
7b7cf19b-39e9-4da9-8bb7-2b01532aee57,parody
7b7cf19b-39e9-4da9-8bb7-2b01532aee57,thriller
7e0e963e-d5e6-4248-a435-dedbc5226c8b,drama
7e0e963e-d5e6-4248-a435-dedbc5226c8b,parody
7e0e963e-d5e6-4248-a435-dedbc5226c8b,sport
7ea3a9bb-01f4-40b0-829b-54b7704449fd,action
7ea3a9bb-01f4-40b0-829b-54b7704449fd,cyberpunk
7ea3a9bb-01f4-40b0-829b-54b7704449fd,dystopian_fiction
7ea3a9bb-01f4-40b0-829b-54b7704449fd,parody
7ea3a9bb-01f4-40b0-829b-54b7704449fd,science_fiction
7ea3a9bb-01f4-40b0-829b-54b7704449fd,shojo
7ea3a9bb-01f4-40b0-829b-54b7704449fd,space_opera
7ea3a9bb-01f4-40b0-829b-54b7704449fd,tragedy
7f6756e8-5415-42a4-a034-46588b1fa5d2,fairy_tale
7f6756e8-5415-42a4-a034-46588b1fa5d2,josei
7f6756e8-5415-42a4-a034-46588b1fa5d2,kodomo
7f6756e8-5415-42a4-a034-46588b1fa5d2,low_fantasy
7f6756e8-5415-42a4-a034-46588b1fa5d2,mecha
815127ad-1469-4950-96bd-6152b574d8f5,detective
815127ad-1469-4950-96bd-6152b574d8f5,parody
815127ad-1469-4950-96bd-6152b574d8f5,tragedy
86ecbec7-1381-43fa-9f0b-701e37d40083,fairy_tale
86ecbec7-1381-43fa-9f0b-701e37d40083,harem
86ecbec7-1381-43fa-9f0b-701e37d40083,horror
86ecbec7-1381-43fa-9f0b-701e37d40083,supernatural
86ecbec7-1381-43fa-9f0b-701e37d40083,yuri
8c9a15fe-b8b6-4e1e-9159-3bc687773ba5,dark_fantasy
8c9a15fe-b8b6-4e1e-9159-3bc687773ba5,gothic_fiction
8c9a15fe-b8b6-4e1e-9159-3bc687773ba5,high_fantasy
8c9a15fe-b8b6-4e1e-9159-3bc687773ba5,martial_arts
8c9a15fe-b8b6-4e1e-9159-3bc687773ba5,science_fiction
8c9a15fe-b8b6-4e1e-9159-3bc687773ba5,shojo
8c9a15fe-b8b6-4e1e-9159-3bc687773ba5,steampunk
8c9a15fe-b8b6-4e1e-9159-3bc687773ba5,yuri
8d373e79-fd2f-4fbc-9df8-140d74955d5d,cyberpunk
8d373e79-fd2f-4fbc-9df8-140d74955d5d,detective
8d373e79-fd2f-4fbc-9df8-140d74955d5d,gekiga
8d373e79-fd2f-4fbc-9df8-140d74955d5d,shojo
8d373e79-fd2f-4fbc-9df8-140d74955d5d,supernatural
8d373e79-fd2f-4fbc-9df8-140d74955d5d,survival
90be6fb3-9dcb-4cd1-8b2b-695e44ccc453,cyberpunk
90be6fb3-9dcb-4cd1-8b2b-695e44ccc453,dystopian_fiction
90be6fb3-9dcb-4cd1-8b2b-695e44ccc453,isekai
90be6fb3-9dcb-4cd1-8b2b-695e44ccc453,martial_arts
90be6fb3-9dcb-4cd1-8b2b-695e44ccc453,shounen_ai
92cf04a9-a3ab-442e-bdc9-95249cd84705,historical_fiction
92cf04a9-a3ab-442e-bdc9-95249cd84705,low_fantasy
92cf04a9-a3ab-442e-bdc9-95249cd84705,mecha
92cf04a9-a3ab-442e-bdc9-95249cd84705,psychology
92cf04a9-a3ab-442e-bdc9-95249cd84705,steampunk
92cf04a9-a3ab-442e-bdc9-95249cd84705,yaoi
94f80b5e-5f96-4a53-a4f9-7613a58cdf16,literary_fiction
94f80b5e-5f96-4a53-a4f9-7613a58cdf16,magical_realism
94f80b5e-5f96-4a53-a4f9-7613a58cdf16,shojo
94f80b5e-5f96-4a53-a4f9-7613a58cdf16,shoujo_ai
94f80b5e-5f96-4a53-a4f9-7613a58cdf16,thriller
97c62c08-9bb7-4cbf-a2a2-4e72069c5dbf,cyberpunk
97c62c08-9bb7-4cbf-a2a2-4e72069c5dbf,harem
97c62c08-9bb7-4cbf-a2a2-4e72069c5dbf,historical_fiction
97c62c08-9bb7-4cbf-a2a2-4e72069c5dbf,horror
97c62c08-9bb7-4cbf-a2a2-4e72069c5dbf,martial_arts
97c62c08-9bb7-4cbf-a2a2-4e72069c5dbf,slice_of_life
97c62c08-9bb7-4cbf-a2a2-4e72069c5dbf,space_opera
97c62c08-9bb7-4cbf-a2a2-4e72069c5dbf,supernatural
97c62c08-9bb7-4cbf-a2a2-4e72069c5dbf,yaoi
983d60dc-b79a-43b4-9cb7-9940374d507e,low_fantasy
983d60dc-b79a-43b4-9cb7-9940374d507e,post_apocalyptic
983d60dc-b79a-43b4-9cb7-9940374d507e,seinen
983d60dc-b79a-43b4-9cb7-9940374d507e,shonen
983d60dc-b79a-43b4-9cb7-9940374d507e,thriller
9876054d-c232-44ea-9293-ad11e3aaf2c5,action
9876054d-c232-44ea-9293-ad11e3aaf2c5,cyberpunk
9876054d-c232-44ea-9293-ad11e3aaf2c5,detective
9876054d-c232-44ea-9293-ad11e3aaf2c5,fairy_tale
9876054d-c232-44ea-9293-ad11e3aaf2c5,gothic_fiction
9876054d-c232-44ea-9293-ad11e3aaf2c5,high_fantasy
9876054d-c232-44ea-9293-ad11e3aaf2c5,literary_fiction
9876054d-c232-44ea-9293-ad11e3aaf2c5,low_fantasy
9876054d-c232-44ea-9293-ad11e3aaf2c5,mecha
9876054d-c232-44ea-9293-ad11e3aaf2c5,shoujo_ai
9a20020d-7bea-4fe6-8c9a-40712bf9e882,comedy
9a20020d-7bea-4fe6-8c9a-40712bf9e882,fantasy
9a20020d-7bea-4fe6-8c9a-40712bf9e882,gothic_fiction
9a20020d-7bea-4fe6-8c9a-40712bf9e882,romance
9a20020d-7bea-4fe6-8c9a-40712bf9e882,shoujo_ai
9a20020d-7bea-4fe6-8c9a-40712bf9e882,shounen_ai
9bc346c9-eb93-4018-beae-9122b1141deb,adventure
9bc346c9-eb93-4018-beae-9122b1141deb,crime
9bc346c9-eb93-4018-beae-9122b1141deb,mystery
9bc346c9-eb93-4018-beae-9122b1141deb,parody
9be38f57-61b3-48fb-b053-984d2a423bd8,dystopian_fiction
9be38f57-61b3-48fb-b053-984d2a423bd8,ecchi
9be38f57-61b3-48fb-b053-984d2a423bd8,gekiga
9be38f57-61b3-48fb-b053-984d2a423bd8,horror
9be38f57-61b3-48fb-b053-984d2a423bd8,psychology
9be38f57-61b3-48fb-b053-984d2a423bd8,romance
9be38f57-61b3-48fb-b053-984d2a423bd8,sport
9be38f57-61b3-48fb-b053-984d2a423bd8,supernatural
9e08eefc-95d5-4aad-86a2-9d076ec242df,action
9e08eefc-95d5-4aad-86a2-9d076ec242df,crime
9e08eefc-95d5-4aad-86a2-9d076ec242df,dystopian_fiction
9e08eefc-95d5-4aad-86a2-9d076ec242df,josei
9e08eefc-95d5-4aad-86a2-9d076ec242df,shoujo_ai
9e08eefc-95d5-4aad-86a2-9d076ec242df,yaoi
9e08eefc-95d5-4aad-86a2-9d076ec242df,yuri
a124c29b-236a-4dc5-9b03-290e082785d5,action
a124c29b-236a-4dc5-9b03-290e082785d5,crime
a124c29b-236a-4dc5-9b03-290e082785d5,cyberpunk
a124c29b-236a-4dc5-9b03-290e082785d5,fairy_tale
a124c29b-236a-4dc5-9b03-290e082785d5,kodomo
a124c29b-236a-4dc5-9b03-290e082785d5,parody
a124c29b-236a-4dc5-9b03-290e082785d5,seinen
a124c29b-236a-4dc5-9b03-290e082785d5,sport
a124c29b-236a-4dc5-9b03-290e082785d5,steampunk
a2f98200-3791-483a-bc8b-b6794c2ddd99,drama
a2f98200-3791-483a-bc8b-b6794c2ddd99,fantasy
a2f98200-3791-483a-bc8b-b6794c2ddd99,gothic_fiction
a2f98200-3791-483a-bc8b-b6794c2ddd99,horror
a2f98200-3791-483a-bc8b-b6794c2ddd99,josei
a2f98200-3791-483a-bc8b-b6794c2ddd99,low_fantasy
a5dbeea5-d632-4ad7-90ef-e9924948d40d,ecchi
a5dbeea5-d632-4ad7-90ef-e9924948d40d,historical
a765dc53-3f13-4f00-a19b-aa2cb581c9dd,action
a765dc53-3f13-4f00-a19b-aa2cb581c9dd,drama
a765dc53-3f13-4f00-a19b-aa2cb581c9dd,ecchi
a765dc53-3f13-4f00-a19b-aa2cb581c9dd,historical_fiction
a765dc53-3f13-4f00-a19b-aa2cb581c9dd,literary_fiction
a765dc53-3f13-4f00-a19b-aa2cb581c9dd,parody
a765dc53-3f13-4f00-a19b-aa2cb581c9dd,yaoi
aa2c1d6f-ee01-4a8e-93e2-ac99e8efcb3a,crime
aa2c1d6f-ee01-4a8e-93e2-ac99e8efcb3a,fantasy
aa2c1d6f-ee01-4a8e-93e2-ac99e8efcb3a,historical
aa2c1d6f-ee01-4a8e-93e2-ac99e8efcb3a,kodomo
aa2c1d6f-ee01-4a8e-93e2-ac99e8efcb3a,literary_fiction
aa2c1d6f-ee01-4a8e-93e2-ac99e8efcb3a,low_fantasy
aa2c1d6f-ee01-4a8e-93e2-ac99e8efcb3a,space_opera
aa2c1d6f-ee01-4a8e-93e2-ac99e8efcb3a,supernatural
aa2c1d6f-ee01-4a8e-93e2-ac99e8efcb3a,survival
aa2c1d6f-ee01-4a8e-93e2-ac99e8efcb3a,thriller
aa2c1d6f-ee01-4a8e-93e2-ac99e8efcb3a,tragedy
ab910d2f-ba86-43a0-84fe-5ee802a059aa,thriller
abb293b5-63a0-40c1-9dda-94babac7eadc,fairy_tale
abb293b5-63a0-40c1-9dda-94babac7eadc,historical
abb293b5-63a0-40c1-9dda-94babac7eadc,mecha
abb293b5-63a0-40c1-9dda-94babac7eadc,shojo
abb293b5-63a0-40c1-9dda-94babac7eadc,shoujo_ai
abb293b5-63a0-40c1-9dda-94babac7eadc,steampunk
abb293b5-63a0-40c1-9dda-94babac7eadc,thriller
af8258f2-06f0-4bde-a687-0b55a69cb2c0,action
af8258f2-06f0-4bde-a687-0b55a69cb2c0,comedy
af8258f2-06f0-4bde-a687-0b55a69cb2c0,historical
af8258f2-06f0-4bde-a687-0b55a69cb2c0,horror
af8258f2-06f0-4bde-a687-0b55a69cb2c0,magical_realism
af8258f2-06f0-4bde-a687-0b55a69cb2c0,post_apocalyptic
af8258f2-06f0-4bde-a687-0b55a69cb2c0,tragedy
b8e789e4-f33e-406b-9e1b-6639267faf7b,historical_fiction
b8e789e4-f33e-406b-9e1b-6639267faf7b,josei
b8e789e4-f33e-406b-9e1b-6639267faf7b,shojo
b8e789e4-f33e-406b-9e1b-6639267faf7b,steampunk
b923734d-29ef-4429-8814-f7983cf0d4a8,cyberpunk
b923734d-29ef-4429-8814-f7983cf0d4a8,fiction
b923734d-29ef-4429-8814-f7983cf0d4a8,low_fantasy
b923734d-29ef-4429-8814-f7983cf0d4a8,magical_realism
b923734d-29ef-4429-8814-f7983cf0d4a8,psychology
b923734d-29ef-4429-8814-f7983cf0d4a8,seinen
b923734d-29ef-4429-8814-f7983cf0d4a8,shounen_ai
b923734d-29ef-4429-8814-f7983cf0d4a8,space_opera
b923734d-29ef-4429-8814-f7983cf0d4a8,thriller
c5ba972a-cd57-4bb1-92db-600fc986aad2,ecchi
c5ba972a-cd57-4bb1-92db-600fc986aad2,isekai
c5ba972a-cd57-4bb1-92db-600fc986aad2,science_fiction
c5ba972a-cd57-4bb1-92db-600fc986aad2,seinen
c5ba972a-cd57-4bb1-92db-600fc986aad2,survival
c7c4a011-3e89-4746-ab5c-f496e233c142,ecchi
c7c4a011-3e89-4746-ab5c-f496e233c142,fairy_tale
c7c4a011-3e89-4746-ab5c-f496e233c142,historical_fiction
c7c4a011-3e89-4746-ab5c-f496e233c142,literary_fiction
c7c4a011-3e89-4746-ab5c-f496e233c142,martial_arts
c7c4a011-3e89-4746-ab5c-f496e233c142,tragedy
c7c4a011-3e89-4746-ab5c-f496e233c142,yaoi
cc5930ee-7acc-45ec-96f2-018391937c2f,action
cc5930ee-7acc-45ec-96f2-018391937c2f,dystopian_fiction
cc5930ee-7acc-45ec-96f2-018391937c2f,fiction
cc5930ee-7acc-45ec-96f2-018391937c2f,gekiga
cc5930ee-7acc-45ec-96f2-018391937c2f,gothic_fiction
cc5930ee-7acc-45ec-96f2-018391937c2f,horror
cc5930ee-7acc-45ec-96f2-018391937c2f,magical_realism
cc5930ee-7acc-45ec-96f2-018391937c2f,space_opera
cc5930ee-7acc-45ec-96f2-018391937c2f,sport
cd075757-41c7-4d15-b5ee-396d2f7f24d2,fairy_tale
cd075757-41c7-4d15-b5ee-396d2f7f24d2,fiction
cd075757-41c7-4d15-b5ee-396d2f7f24d2,isekai
cd075757-41c7-4d15-b5ee-396d2f7f24d2,mystery
cd075757-41c7-4d15-b5ee-396d2f7f24d2,psychology
cd075757-41c7-4d15-b5ee-396d2f7f24d2,science_fiction
